@relation C__Users_nisha_Desktop_Weka_BOF_Training

@attribute text string
@attribute @@class@@ {BugReport,FeatureRequest,Other}

@data
'Existence Statement Causation Change_position_on_a_scale Categorization Difficulty Capability Cause_change Custom Intentionally_act Categorization Temporal_collocation Placing Using Getting Quantity Possibilities Vehicle Possibilities Desirable_event Capability Choosing Placing Weapon Using Statement Stimulus_focus Quantity Desirability Causation',FeatureRequest
'Desirability Gizmo Reason Calendric_unit Desiring Evidence Quantity Intentionally_act Personal_relationship Intentionally_act Frequency Clothing Experiencer_focus Deserving Money',FeatureRequest
'Desirability Stimulus_focus Grant_permission Capability Statement Increment Cardinal_numbers People Competition',FeatureRequest
'Desiring Possession Amassing Inhibit_movement Experiencer_focus Quantity Project Cotheme Using Using Measure_duration Statement Desiring Capability Weapon Inhibit_movement',FeatureRequest
'Experiencer_focus Capability Statement Intentionally_act Practice Instance Architectural_part Change_position_on_a_scale Identicality Operate_vehicle Vehicle Relational_quantity Explaining_the_facts',FeatureRequest
'Desiring Capability Categorization Connecting_architecture',FeatureRequest
'Part_orientational Frequency Information Statement Sufficiency Assistance Timespan Measure_duration Measure_duration Desirability',FeatureRequest
'Experiencer_focus Accoutrements Experiencer_focus Roadways Capacity Wearing Aggregate Means Remembering_information Similarity Leadership Weapon State_continue Judgment_communication Calendric_unit Degree Emotion_directed Judgment_direct_address',FeatureRequest
'Experiencer_focus Intentionally_act Becoming Offering Intentionally_act Frequency Correctness',FeatureRequest
'Desirability Difficulty Using Permitting Roadways Cognitive_connection Part_orientational Frequency Intentionally_act Natural_features Temporal_collocation Sole_instance Complaining Grant_permission Participation Sole_instance Difficulty Measure_duration Possession Personal_relationship Desiring Supply Cause_change_of_position_on_a_scale Cardinal_numbers Stimulus_focus Desirability',FeatureRequest
'Needing Food Medical_conditions Food Perception_active',FeatureRequest
'Desirability Desiring Capability Expertise Cause_to_amalgamate Personal_relationship',FeatureRequest
'Existence Degree Being_necessary Appearance Existence Required_event Intentionally_act Capability Instance Supply Capacity Pattern Typicality Measure_duration Conquering Typicality Timespan Calendric_unit Motion Typicality Timespan Being_awake Intentionally_act Typicality Timespan Being_active Calendric_unit Quantity Information Bringing Gizmo Required_event Possession Capability Evidence Increment Information Information',FeatureRequest
'Remembering_experience Desiring Capability Statement Statement Calendric_unit Medical_conditions Calendric_unit Capability Pattern Intentionally_act Pattern Perception_experience Identicality Objective_influence',FeatureRequest
'Possibilities Labeling Intentionally_act Grant_permission Statement Appearance',FeatureRequest
'Supply Relational_quantity Quantity Network Commerce_scenario Complaining Temporal_collocation Motion Contacting Containers Location_of_light Choosing Containers Temporal_collocation Becoming',FeatureRequest
'Frequency Stimulus_focus Manufacturing Desirability Giving Possibilities Contacting Manufacturing Reading Contacting Stimulus_focus',FeatureRequest
'Intentionally_create Desiring Capability Contacting Aggregate Temporal_collocation Cardinal_numbers Performers_and_roles',FeatureRequest
'Existence Stimulus_focus Quantity Self_motion Body_movement Locative_relation Becoming_separated Desiring Perception_experience Quantity Statement Earnings_and_losses Part_whole Quantity Intentionally_act Stimulus_focus Giving Possibilities Render_nonfunctional Correctness Taking_sides',FeatureRequest
'Capability Certainty Intentionally_act Grant_permission',FeatureRequest
'Opinion Desirability Needing Quantity Closure Quantity Closure Quantity Containers Inclusion',FeatureRequest
'Being_obligated Being_obligated Required_event Similarity Text Desirability Dimension Quantity Submitting_documents Desirable_event Capability Sounds Quantity Quantity Secrecy_status Ordinal_numbers Sending Desirable_event Capability Secrecy_status',FeatureRequest
'Existence Using Self_motion Choosing Quantity Statement Attributed_information Capability Evidence Temporal_collocation Using Contacting Contacting',FeatureRequest
'Similarity Perception_experience Possibilities Bringing Type Similarity Perception_experience Relational_quantity Stimulus_focus Possibilities Capability Cause_change Telling Sounds',FeatureRequest
'Experiencer_focus Opinion Intentionally_act Stimulus_focus Being_employed Quantity Source_of_getting Giving Desirability Timespan Likelihood Possession Degree Degree Awareness Possession Cardinal_numbers Similarity Contacting Cardinal_numbers Operating_a_system Arriving Contacting Usefulness Desirability Possession Quantity Point_of_dispute',FeatureRequest
'Manufacturing Duplication Contacting Topic Likelihood',FeatureRequest
'Giving Locative_relation Possession Choosing Sounds Locative_relation Sounds Frequency Sole_instance Contacting Submitting_documents Quantity Part_whole Capability Causation Importance Needing Bringing Contacting Manufacturing Quantity Quantity Stimulus_focus Judgment_direct_address',FeatureRequest
'Giving Performers_and_roles Capability Intentionally_create',FeatureRequest
'Sole_instance Existence Quantity Possibilities Sent_items Capability Increment Becoming Being_employed Intentionally_act',FeatureRequest
'Cardinal_numbers Process_completed_state Contacting Gizmo Bringing Forming_relationships Social_event Sent_items Concessive Desirability Desiring Relative_time Increment Contingency Desirability Differentiation Contingency Food Attaching Cardinal_numbers Contacting Contingency Cardinal_numbers People Locale_by_use Placing Means Cardinal_numbers Increment Opinion Contacting Connectors Temporal_collocation Execute_plan Existence Resolve_problem',FeatureRequest
'Needing Means Choosing Increment Temporal_collocation Cardinal_numbers Contacting Measure_duration Difficulty Cardinal_numbers Cardinal_numbers Assistance',FeatureRequest
'Being_obligated Desiring Statement Experiencer_focus Using Reading Contacting Getting Measure_duration Relational_quantity Contacting Chatting Cardinal_numbers Experiencer_focus Grant_permission Inchoative_attaching Increment Cardinal_numbers Businesses Timespan Timespan Locating Attempt Sending Personal_relationship Intentionally_act Inchoative_attaching Event',FeatureRequest
'Existence Required_event Required_event Partitive Locative_relation Personal_relationship Means Capability Being_employed Using Capability Scrutiny Working_on Temporal_collocation Perception_experience Roadways Possibilities Motion Taking_sides Temporal_collocation Perception_experience Roadways Possibilities Businesses Existence Measure_duration Temporal_collocation Scrutiny Activity_start Using Stimulus_focus Undergo_change Taking_sides Self_motion Temporal_collocation Sufficiency Quantity Intentionally_act Self_motion',FeatureRequest
'Quantity Capability Difficulty Attempt_suasion Becoming Operate_vehicle Usefulness Foreign_or_domestic_country Temporal_collocation Locale Stimulus_focus',FeatureRequest
'Capability Manufacturing Memory Getting Make_noise Roadways Cardinal_numbers Timespan Temporal_collocation Familiarity Locale Remembering_information Placing Contacting Preventing Make_noise Impact Motion Memory Type Getting Project',FeatureRequest
'Relational_quantity Intentionally_act Stimulus_focus Being_employed Vehicle Roadways Desiring Possibilities Capability Attempt Statement Roadways Roadways Amassing Political_locales',FeatureRequest
'Stimulus_focus Vehicle Timespan Accuracy Cause_to_end Temporal_subregion Locale Success_or_failure Vehicle Timespan Arriving Vehicle Locative_relation',FeatureRequest
'Locative_relation Desirability Travel Political_locales Frequency Delivery Desiring Statement Vehicle Possibilities Position_on_a_scale Roadways',FeatureRequest
'Similarity Perception_experience Locative_relation Capability Avoiding Make_noise Roadways Frequency',FeatureRequest
'Statement Quantity Supporting Motion Needing',FeatureRequest
'Required_event Similarity Experiencer_focus Frequency Activity_ongoing Undergo_change Quantity Make_noise Degree Stimulus_focus Desirability',FeatureRequest
'Continued_state_of_affairs Desirability Capability Vehicle Using Temporal_collocation Partiality',FeatureRequest
'Experiencer_focus Degree Assistance Temporal_collocation Age Locale Needing Locating Self_motion Desiring Cause_to_make_progress Increment Political_locales',FeatureRequest
'Required_event Grant_permission Locating Increment Filling Desirability Ambient_temperature Locale Motion Temporal_collocation',FeatureRequest
'Increment Continued_state_of_affairs Quantity Capability Cause_change Avoiding Make_noise Roadways Seeking',FeatureRequest
'Temporal_collocation Chatting Stimulus_focus Cause_change_of_position_on_a_scale Containment_relation Chatting',FeatureRequest
'Needing Storing Commerce_pay Expertise Performers_and_roles Temporal_collocation Attempt Secrecy_status Getting Statement Statement Needing Text Continued_state_of_affairs Shoot_projectiles Capability Predicament',FeatureRequest
'Contingency Needing Temporal_collocation Type Secrecy_status Locative_relation Quantity Likelihood Containers Submitting_documents Desirable_event Avoiding Causation Position_on_a_scale',FeatureRequest
'Required_event Needing Awareness People_along_political_spectrum Locale_by_use Temporal_collocation Locale Have_as_requirement Project Buildings Hostile_encounter Similarity Awareness Desirability Possession Intentionally_create Desirability Sounds',FeatureRequest
'Text Desirability Temporal_collocation Statement Ingestion Opinion Locative_relation Possession Cause_change Intentionally_create Contacting Receiving Quantity Response Degree Used_up Money Gizmo Using',FeatureRequest
'Inclusion Attempt_suasion Event Cause_change',FeatureRequest
'Commerce_buy Statement Needing Frequency Getting Judgment_direct_address Ingest_substance Money',FeatureRequest
'Reading Containers Desirability Appearance Reading Documents Containers Sensation Degree',FeatureRequest
'Similarity Cardinal_numbers Measure_duration Residence',FeatureRequest
'Required_event Needing Cause_to_make_progress Reading Possession People_by_vocation Perception_experience Quantity Physical_artworks Temporal_subregion Stimulus_focus Capability Self_motion Age Age Cardinal_numbers Closure Needing Being_employed Desirability',FeatureRequest
'Aggregate Conduct Quantity Capability Morality_evaluation Using Possession Wealthiness Permitting Quantity Type Indigenous_origin Manipulate_into_doing Sole_instance Being_operational Frequency Quantity Sign Reading Businesses Experiencer_focus Network Continued_state_of_affairs Locative_relation Installing Part_whole Aggregate',FeatureRequest
'Reason Contacting Sign Reason Temporal_collocation Communication_response Contacting Turning_out Locative_relation',FeatureRequest
'Make_noise Locale_by_use Capability Secrecy_status Bringing',FeatureRequest
'Performers_and_roles Bringing Stimulus_focus Temporal_collocation Performers_and_roles Quantity Working_on Self_motion Cardinal_numbers Working_on Likelihood Waiting Performers_and_roles Self_motion Locative_relation',FeatureRequest
'Needing Fields Supporting Calendric_unit Continued_state_of_affairs Supporting Fields Secrecy_status Importance Temporal_collocation Military Social_connection Usefulness Desirability Sole_instance Possession Being_employed Fields Amassing Predicament Resolve_problem',FeatureRequest
